indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,1,all,all,male,Y025_029,37,38,19.583557109759685,0.1116382459793922,0.05690745796255786,0.03921250107656011,0.27899081255252856
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,0,all,male,Y025_029,75,81,39.66818922521553,0.12772375330626848,0.05263772334351181,0.05482340904781329,0.26988259312737184
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,1,all,male,Y025_029,152,192,95.16544692170888,0.08984238788930923,0.02691126811816371,0.04923802730718316,0.15835429009767515
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,0,male,Y025_029,200,261,127.48905235700325,0.09364431967398232,0.02405094110793649,0.05597113609993659,0.1525763695371807
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,1,male,Y025_029,12,12,6.6947592557493305,0.2772749725342034,0.20002409014290645,0.05144778294346314,0.7307303466827403
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,all,male,Y025_029,207,273,134.15451607835436,0.1022152941135298,0.0250728600513647,0.06248217764544576,0.16282685150532422
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,0,all,all,all,male,Y030_034,179,212,91.97422596282256,0.25356471424327154,0.0430765888665798,0.1786141037602018,0.34669145815616365
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,1,all,all,all,male,Y030_034,13,14,5.402361502795358,0.5649215463401963,0.20363724485772536,0.2038013035507733,0.8681871571711077
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,0,all,all,male,Y030_034,136,158,71.01982136665366,0.29976443391142416,0.05827367281535016,0.19900228868341405,0.4245071520395948
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,1,all,all,male,Y030_034,62,68,28.505373132737436,0.22867125553330792,0.07503161913391744,0.1140938398809665,0.4056280339418677
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,0,all,male,Y030_034,82,92,37.20284215554568,0.2795898876521559,0.07359384968466065,0.1594104709791674,0.4426602175391351
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,1,all,male,Y030_034,119,134,62.091172028395235,0.2701451495809008,0.05779691576998739,0.17244107890802665,0.396672815481052
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,0,male,Y030_034,185,216,93.33595723106905,0.2751333086101039,0.04559112597439107,0.19516645691757464,0.3726929150657813
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,1,male,Y030_034,10,10,8.394827140350113,0.24127103829654845,0.1601885278898885,0.05412488110486324,0.6386176122552613
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,all,male,Y030_034,189,226,97.13880845560098,0.2743647973212061,0.04462758555949635,0.19592937154152937,0.3697604170241835
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,0,all,all,all,male,Y035_039,151,177,81.20707841524151,0.22335102127870216,0.04916323300534444,0.14164020197349653,0.33386526915070786
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,1,all,all,all,male,Y035_039,6,6,4.8544966900391255,0.23168644685972012,0.1765284834834912,0.04138827559194203,0.6780582349978276
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,0,all,all,male,Y035_039,95,108,46.99063222716213,0.2320082879052411,0.06691702628631628,0.12640947780921397,0.3867660792055805
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,1,all,all,male,Y035_039,65,75,37.06765434023046,0.21172309708033937,0.07037978497612075,0.1051675391512179,0.3803510446325335
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,0,all,male,Y035_039,77,88,41.62668246190615,0.23868822418993457,0.07279583238490107,0.12509410800413806,0.40740111235794696
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,1,all,male,Y035_039,84,95,42.26580733118815,0.20846903547674828,0.0621166430343945,0.11184900374513768,0.3551757703950315
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,0,male,Y035_039,149,176,82.05315880844056,0.21039502183168848,0.0453792443993275,0.13494528638075273,0.3127769494422026
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,1,male,Y035_039,7,7,3.111365001793041,0.4303161012932431,0.31550275424470703,0.05715941793481623,0.9039521457260068
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,all,male,Y035_039,155,183,83.89162894421008,0.2235119190884475,0.04830030509147778,0.14297760776386234,0.3318439149775295
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,0,all,all,all,male,Y040_044,143,166,71.8647408736096,0.3359303638195015,0.05423543653215875,0.23903286788874195,0.4489343816011867
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,1,all,all,all,male,Y040_044,14,14,7.965824828365771,0.13038918408882016,0.09164666004077136,0.02983803483324048,0.42229358703109166
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,0,all,all,male,Y040_044,94,108,45.71838178694958,0.40850972086454246,0.07154195869003084,0.2787967432596292,0.5523521526952972
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,1,all,all,male,Y040_044,70,72,33.89679198748111,0.19452576718499195,0.04879505460766589,0.11596181580897992,0.3077852658982636
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,0,all,male,Y040_044,87,90,44.25579389187666,0.1812851652037812,0.04093477905912204,0.11423168867900256,0.2754584282105693
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,1,all,male,Y040_044,79,90,35.61982965526956,0.47059064438818377,0.08480465206354888,0.31325666053318896,0.6339942957344086
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,0,male,Y040_044,149,176,77.1357740462647,0.3230667846031774,0.05035005030491162,0.2330880139635797,0.42837818609089734
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,1,male,Y040_044,4,4,3.071288887110005,0.12134184616353244,0.1458064217731644,0.0093762880327736,0.6683168943026366
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,all,male,Y040_044,153,180,79.6029663519363,0.318714614494221,0.04941280105838776,0.23046144958602585,0.4222209019512221
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,0,all,all,all,male,Y045_049,116,125,63.85100421250451,0.27244615775731135,0.06186669417163144,0.16882521610508192,0.4084158969292304
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,1,all,all,all,male,Y045_049,22,22,11.967361779487184,0.21494951194166964,0.09546476176243893,0.08285641614506896,0.4535010348697518
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,0,all,all,male,Y045_049,77,84,42.808956758725614,0.3128383490510956,0.07091842012118242,0.19255830428846488,0.4649838981386886
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,1,all,all,male,Y045_049,60,63,34.38579397517713,0.2191629570565933,0.08245146544086349,0.09842305430418676,0.4191578313829129
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,0,all,male,Y045_049,86,91,48.90297313095138,0.2533188670184458,0.0683226161420332,0.14320137534147814,0.4078097154994296
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,1,all,male,Y045_049,53,56,27.80280628876379,0.2896847222485598,0.08729630647618028,0.15078911802650244,0.4836542611510536
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,0,male,Y045_049,126,141,72.543878053956007,0.2409263940991321,0.05493025189067138,0.14978303922673555,0.3637995075278235
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,1,male,Y045_049,6,6,3.100886608488876,0.8547383208212477,0.131936045371755,0.42300628969965,0.9792646395876228
prevalence,ZAF2016DHS,CY2016Q3,ZAF,South Africa,all,all,all,all,all,male,Y045_049,132,147,75.63047886260854,0.26441558594582354,0.05530703468808697,0.17072910925952545,0.3856065969111808
