iso3,indicator,survey_id,survey_mid_calendar_quarter,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y020_024,271,391,186.43842610704655,0.17968206147212087,0.02978734267066066,0.12846582534749842,0.24556380395013025
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y020_024,63,68,42.99066849794056,0.10314706052471048,0.04390759181983713,0.04339661412941714,0.2257503068583061
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y020_024,273,405,202.1278018437893,0.15604408966739228,0.02379631070384108,0.11485160271793686,0.20853002737916
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y020_024,50,54,26.762181507856113,0.24080583849444176,0.09283873387345024,0.1049331953771848,0.4618346941397586
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y020_024,113,132,68.48269685923725,0.21732726305825223,0.05548170264566872,0.12779372980684295,0.3447918328202221
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y020_024,238,327,156.2568106528165,0.14806709330930004,0.02477312763508287,0.10576420052449076,0.203440680187081
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y020_024,298,449,218.3873913727365,0.15730872608649749,0.02572340104076117,0.1131746719985489,0.21449083302099067
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,1,female,Y020_024,8,10,7.294586857868793,0.7601676916267155,0.14625242709551328,0.396828811141848,0.9385374235076251
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y020_024,300,459,224.68204667837543,0.16968189383512447,0.02641823075799037,0.12396620752480492,0.2278711372261547
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y025_029,305,437,204.13575194216793,0.3149157686150522,0.03438383584710828,0.25169308182541117,0.38583106926847904
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y025_029,37,38,22.185758853290324,0.46679399775493585,0.10715630772649017,0.2735209363215051,0.6705761148342443
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y025_029,265,364,175.79738436799911,0.3429157917904089,0.03819498636511407,0.27238358562155995,0.42114084982937033
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y025_029,101,111,50.314228761134295,0.2758167732217966,0.05947180934331653,0.17524898219477375,0.4057069406288621
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y025_029,134,149,69.43514963096126,0.31576766977379933,0.05007996258607862,0.22660371858712053,0.4209212312840592
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y025_029,247,326,155.21858814211734,0.33014878508102585,0.03953873287724893,0.25770575304422466,0.41166245115869704
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y025_029,321,475,224.19165097838544,0.32540221097800387,0.0331708255686771,0.26401123024757395,0.3934373703428959
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y025_029,321,475,224.19165097838544,0.32540221097800387,0.0331708255686771,0.26401123024757395,0.3934373703428959
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y030_034,270,358,183.75467079372268,0.43222446146203086,0.03760714599717028,0.3605138820789732,0.5068926146724505
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y030_034,40,43,19.763094383700984,0.21972523628861937,0.06733720143612656,0.11536600334559116,0.3781348774338133
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y030_034,200,258,137.09961952538168,0.4039968568409587,0.04147044061274875,0.3259838978188033,0.48718488927450465
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y030_034,125,143,67.15363937532042,0.4138587050606726,0.0641024513909988,0.2960950172339146,0.5423707532971952
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y030_034,160,187,87.22926113255973,0.3690908524465033,0.05038267892486976,0.27684197104291897,0.4720149879451579
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y030_034,175,214,118.79471824538813,0.444162199421133,0.04591747874290741,0.3569057887243455,0.5350041316348716
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y030_034,287,400,202.30543215403097,0.4069546227255449,0.0343503069342959,0.3417442074702233,0.4756175078703107
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,1,female,Y030_034,1,1,1,1,0,NA,NA
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y030_034,288,401,202.72004563986883,0.4076420972698995,0.03431671266318416,0.34247967694916076,0.4762230654361377
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y035_039,222,272,133.42407513969712,0.387782655195966,0.04186491017250611,0.3095408750372269,0.4722739557991597
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y035_039,49,53,25.674573742869725,0.372127565958376,0.09490966717550064,0.2109429339732301,0.5678416204645426
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y035_039,181,222,109.18650762379008,0.5047837425973934,0.04297616463748294,0.42120657875336054,0.5880944134407684
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y035_039,98,103,51.13861815424739,0.17500968034270997,0.05094450627368671,0.09603327695414868,0.2975560616567481
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y035_039,141,156,76.2685786568963,0.2330381706899456,0.04668223101075237,0.15405417678877711,0.33641340964240324
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y035_039,144,169,83.51337086448125,0.5459158945203856,0.04918193812802703,0.4490088634450076,0.6394645904691827
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y035_039,254,325,158.97246820379337,0.3854185654809219,0.03752981326177899,0.3149349143648341,0.46106021963715776
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y035_039,254,325,158.97246820379337,0.3854185654809219,0.03752981326177899,0.3149349143648341,0.46106021963715776
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y040_044,191,228,116.63698692998886,0.44702199014090127,0.04656865570480557,0.35848464258184237,0.5390519019104625
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y040_044,56,62,34.74114068533199,0.4086010254307157,0.08187871821466249,0.26233639203614895,0.5730624435537643
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y040_044,163,199,104.6751490700981,0.45655986815628374,0.05207143669787401,0.35765949983587503,0.5590081605925769
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y040_044,83,91,45.68035802167607,0.40532472151788623,0.06806006184112667,0.2815572348960179,0.5424218519906931
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y040_044,132,153,78.99129976680203,0.4065216689841412,0.05644946057694151,0.3021779774308442,0.520044495882736
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y040_044,121,137,71.0302593054446,0.47524683274841273,0.06309042576990394,0.35550476930027164,0.5979044958929406
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y040_044,226,290,149.95609212460886,0.43977773930327674,0.04321822200605366,0.35758155414493675,0.5254151128359437
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y040_044,226,290,149.95609212460886,0.43977773930327674,0.04321822200605366,0.35758155414493675,0.5254151128359437
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,0,all,all,all,female,Y045_049,187,213,113.87141307400218,0.18413849019465997,0.02935950160091952,0.13335795848330909,0.24870631789761904
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,1,all,all,all,female,Y045_049,62,68,48.88754540399428,0.2797059706378634,0.06676795499442267,0.16861729119362062,0.42644205295151955
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,0,all,all,female,Y045_049,151,180,99.62242363615546,0.2740508509915257,0.04010185938188169,0.20274308740626557,0.35914081291229394
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,1,all,all,female,Y045_049,94,101,57.9550202835777,0.0910960261638559,0.02607033674807,0.05129735739589702,0.1566729462407542
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,0,all,female,Y045_049,144,169,103.21175893733044,0.15977366403982368,0.03201637964094463,0.10646725532214445,0.23281556302475703
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,1,all,female,Y045_049,102,112,56.19667925535147,0.2710267192723173,0.04987016033844706,0.18480198801847525,0.3787885921695545
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,0,female,Y045_049,225,281,157.50271105928604,0.2048406458243149,0.02791333220292085,0.1554874840533099,0.26494441272527525
ZAF,prevalence,ZAF2016DHS,CY2016Q3,South Africa,all,all,all,all,all,female,Y045_049,225,281,157.50271105928604,0.2048406458243149,0.02791333220292085,0.1554874840533099,0.26494441272527525
