iso3,indicator,survey_id,survey_mid_calendar_quarter,area_name,res_type,nosex12m,sexcohab,sexnonreg,sexpaid12m,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,1,all,all,female,Y035_039,167,214,154.00226795864816,0.13414141133674987,0.02262722963613963,0.09563824253547291,0.18497510452696805
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,0,all,female,Y035_039,188,245,177.97121689960747,0.1562991369458933,0.02555272048241446,0.11246425615586687,0.2131168375182829
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,1,all,female,Y035_039,32,32,20.168243178494887,0.2788333429104589,0.08476029710900793,0.1447471804709058,0.46901388457226506
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,0,female,Y035_039,210,277,197.91404834232895,0.17002205269371737,0.02440289936970295,0.12737093515588235,0.22330052816808285
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,all,female,Y035_039,210,277,197.91404834232895,0.17002205269371737,0.02440289936970295,0.12737093515588235,0.22330052816808285
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,0,all,all,all,female,Y040_044,163,202,126.97630206443633,0.14800224069757523,0.03018559130628773,0.0980096257940619,0.21735031049248033
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,1,all,all,all,female,Y040_044,40,43,35.486758361248874,0.3473648056037665,0.08423683099350002,0.20441668408006453,0.5243880202172345
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,0,all,all,female,Y040_044,66,73,63.095669590883865,0.2947310276804113,0.06048578765254448,0.19110610401300404,0.4250214247805853
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,1,all,all,female,Y040_044,145,172,103.90642354168834,0.13669839257201644,0.03266335768797256,0.08428770895782711,0.2140795177776777
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,0,all,female,Y040_044,173,215,134.8472519786018,0.17347996810459904,0.0310955203593526,0.1206578588978406,0.243035486898395
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,1,all,female,Y040_044,28,30,27.699378959245443,0.22192350700276153,0.07730930043463466,0.10602466388944208,0.4068560409029456
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,0,female,Y040_044,189,245,158.72575310369675,0.17890917633085884,0.02929954122872642,0.12845678212737424,0.2436377455190353
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,all,female,Y040_044,189,245,158.72575310369675,0.17890917633085884,0.02929954122872642,0.12845678212737424,0.2436377455190353
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,0,all,all,all,female,Y045_049,122,149,95.48409321667953,0.12696369814951977,0.02944819423789043,0.07952746678191175,0.196649656169788
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,1,all,all,all,female,Y045_049,40,42,30.79529731059398,0.15569012195361476,0.05496421248668579,0.07514742171978818,0.2950210256116412
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,0,all,all,female,Y045_049,61,66,49.20444126193851,0.2056249535153626,0.05023947673027234,0.12408224963570014,0.3211098480419797
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,1,all,all,female,Y045_049,107,125,78.93953541195077,0.09950561620924196,0.02959586694191934,0.0546763117590196,0.17431305602754474
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,0,all,female,Y045_049,135,167,108.91094769695503,0.11307725498531612,0.02596818461475397,0.07128089713043398,0.17476942634182513
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,1,all,female,Y045_049,22,24,19.47823090085118,0.3138941928184939,0.10476805005619257,0.14989356238133356,0.5427663303277167
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,0,female,Y045_049,149,191,125.79939337357624,0.1332071387928563,0.02572665998975644,0.09033099198408669,0.19213617084899295
MWI,prevalence,MWI2004DHS,CY2004Q4,Malawi,all,all,all,all,all,female,Y045_049,149,191,125.79939337357624,0.1332071387928563,0.02572665998975644,0.09033099198408669,0.19213617084899295
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y015_049,847,5503,3371.882884165112,0.12929982866352394,0.00706593621384404,0.1160707832298393,0.14379136781456048
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y015_049,724,1887,1186.0542208250097,0.12776426708187988,0.01038934493858709,0.108747827303893,0.14954808119627458
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y015_049,804,3029,1900.0376133481163,0.14563923166773782,0.00877715998516014,0.12926461909638629,0.16369814053344936
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y015_049,845,4361,2657.347878466708,0.11760382966395933,0.00795442139288818,0.10288661560145344,0.13411152832737316
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y015_049,847,6256,3842.894524588922,0.1205382955761511,0.00699923603241394,0.10747951357753736,0.13494383085384185
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y015_049,593,1133,710.3135251670816,0.1747134320238519,0.01471825995044967,0.147713308462691,0.2054590979131435
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y015_049,847,7388,4552.981813762073,0.1289360364947693,0.00642913810208839,0.11685095560006573,0.1420699288551332
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,1,female,Y015_049,1,1,1,1,0,NA,NA
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y015_049,847,7396,4557.533109712122,0.12880843510852083,0.00642429057579292,0.11673267737076844,0.1419326688009608
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y015_024,742,1793,1116.8052604558393,0.06535732692175206,0.00772966870239253,0.05174455690863792,0.08224070332982339
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y015_024,622,1265,806.4978512109168,0.03204467730482401,0.00610005186880049,0.02202067109257537,0.04641513878411333
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y015_024,725,1798,1145.7853036285685,0.04739327595181764,0.00679619419174412,0.03571681065279054,0.06263902189277673
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y015_024,649,1260,776.910697933883,0.05870105829146653,0.0091847805708122,0.04308262615617314,0.07951106402120624
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y015_024,794,2527,1578.622568095966,0.04590195908650812,0.00559519087070881,0.03610116531671426,0.05820282350007842
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y015_024,372,530,338.8084213925137,0.08175520975089767,0.01517748380876268,0.0565195659285532,0.11686277614804588
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y015_024,820,3057,1917.4229552795875,0.05226519015651868,0.00544201771696931,0.04257108514951956,0.06401918908235156
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y015_024,820,3060,1919.3805585333353,0.05218334491445265,0.00543602348874447,0.04250041999799107,0.06392506002472004
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y025_049,843,3710,2255.245609344414,0.16144161989911388,0.009234577271675,0.1441505848959519,0.18036962434681447
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y025_049,439,622,381.1833965566581,0.3150392045801631,0.02409068800133506,0.2698321346090632,0.3640440069998856
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y025_049,634,1231,755.664589170337,0.2865761688289392,0.01644367918589271,0.25545847258471827,0.31985595198347266
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y025_049,832,3101,1880.8367128503385,0.14259573731948685,0.00967211843230965,0.1246681175624391,0.162622440157234
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y025_049,843,3729,2264.89290577098,0.17122953745257516,0.01005960523429935,0.15240329643534112,0.19185496601469815
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y025_049,415,603,371.52546831073346,0.2585814718808632,0.02374353206356159,0.2148238726294468,0.30775852806704057
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y025_049,844,4331,2636.1756122916695,0.18340092497839228,0.00940348772085445,0.16568309677700763,0.20255347007254265
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,1,female,Y025_049,1,1,1,1,0,NA,NA
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y025_049,844,4336,2638.738624609229,0.183276557754529,0.00939970008912196,0.16556621373866798,0.20242178223872623
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y015_019,425,606,386.0903999825045,0.05996242305650857,0.01370753463746676,0.03809496492963923,0.09316656114737323
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y015_019,565,1053,659.6504429295624,0.03069172539793833,0.00693572287207004,0.0196558843302725,0.0476226735890302
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y015_019,633,1335,842.5626357934085,0.03437097967274872,0.00690344302255087,0.02312962245126184,0.0507917419781177
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y015_019,274,324,203.4082217066226,0.07054663018080014,0.02067573765749494,0.03930343987499962,0.12343470419267404
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y015_019,662,1378,862.7987440588404,0.0404596735747899,0.00727413624373762,0.02837715050163036,0.05738290542156
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y015_019,222,280,181.9169322911652,0.04799687085827576,0.01746838494661362,0.02327735275233317,0.09637712837074106
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y015_019,706,1658,1044.6913561044591,0.04175833909129642,0.00690060419219221,0.03014285070261886,0.05758407581191335
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y015_019,706,1660,1045.8482480773032,0.04169496520912424,0.00689077150118316,0.03009628744094486,0.05749861510488126
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y020_024,653,1187,732.5467199287764,0.06796541522603215,0.00956029248615424,0.05145743546410709,0.08927087744758709
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y020_024,180,212,147.91019020034545,0.03869188304856868,0.01207484482673417,0.02085790971037583,0.07067367732893906
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y020_024,341,463,303.322601002558,0.08281232064044228,0.01560319486825678,0.05692735022535185,0.11898228552982763
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y020_024,564,936,574.1621859748271,0.05477802803977028,0.0101531783902847,0.03796209835101846,0.07843553511292499
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y020_024,630,1149,717.8774589396587,0.05198709390985115,0.00864861182140576,0.037423517050791603,0.07179545007596883
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y020_024,211,250,157.82527389909467,0.11678932648557776,0.02532043712871728,0.07555656224513183,0.17623400294473282
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y020_024,700,1399,875.6505423266766,0.06385850471081712,0.00840769632856543,0.04923083151315582,0.08245548665491487
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y020_024,700,1400,876.4743611351049,0.06375509995247107,0.00839866337523352,0.04914426215092316,0.08233368172547005
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y025_029,656,1267,744.3877323311149,0.13228056978635627,0.01356293391926941,0.10788427602719015,0.161196854197478
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y025_029,131,144,91.71289168594572,0.16044401990762475,0.0345793566438385,0.10357937804774618,0.2401632638671868
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y025_029,302,383,236.03785687495895,0.20192748196435523,0.02595823438805625,0.15577600591860008,0.2575803514911296
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y025_029,591,1028,600.2981976973336,0.11023587642930056,0.01435954782306576,0.08507771935864454,0.14168145220272158
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y025_029,630,1174,692.5057837295193,0.11671114643038066,0.01339923584861679,0.0929024862464679,0.1456417324772795
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y025_029,200,237,143.63819139362693,0.2281167865053084,0.0356870090590204,0.16572790655867883,0.30539468372885625
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y025_029,688,1410,835.7837821286337,0.13515673820768365,0.01281433315366011,0.11194959265271062,0.1622955196101053
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,1,female,Y025_029,1,1,1,1,0,NA,NA
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y025_029,688,1412,836.1303117519808,0.13525284863154283,0.01281257725288576,0.11204708133890724,0.16238577943329466
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y030_034,545,873,549.0721876709011,0.1883369913565443,0.01716890001504613,0.1569654336661454,0.22431026632872575
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y030_034,117,126,74.78462598779254,0.3397788962129054,0.05749360697445978,0.23746986962999805,0.4595987493825665
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y030_034,232,273,166.5541659717783,0.3085574238316511,0.03822347791557533,0.23902781413054136,0.3879998925759869
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,1,all,all,female,Y030_034,481,726,457.5197410216364,0.1683301269459635,0.01830454177632481,0.13543012125763243,0.2073061117094341
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,0,all,female,Y030_034,538,853,532.118791211004,0.19470522087608727,0.01911783251012997,0.15993689872232164,0.2349181470902187
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,1,all,female,Y030_034,134,146,91.17739993018564,0.2832170233120133,0.04889561169822275,0.19771543364355867,0.3878200787411552
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,0,female,Y030_034,590,999,623.1088658301325,0.20819529829655703,0.01782533103617501,0.1754085423948691,0.24528745761243828
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,all,all,all,female,Y030_034,591,1001,624.31481741394,0.20771068875641815,0.01778888961617028,0.17499341541856914,0.24473035297536275
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,0,all,all,all,female,Y035_039,476,700,419.64496157205406,0.20534510790287308,0.02247345339391429,0.1647711407854182,0.25288514285250535
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,1,all,all,all,female,Y035_039,109,114,64.8386230619991,0.437789241823942,0.06317219093600207,0.32012713416678323,0.562892434556661
MWI,prevalence,MWI2010DHS,CY2010Q3,Malawi,all,all,0,all,all,female,Y035_039,191,216,129.7996556087606,0.3791369008151858,0.04382465866535408,0.29773354044624795,0.4679658085531902
